Wind,,,,,,,,,,,,,,
Name,China: Blast Furnace Starting Rate (247),China: Blast Furnace Refining Production Capacity Utilization (247),China: Tangshan: Operating Rate of Blast Furnaces,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate: Electric Furnace,China: Capacity Utilization: Electric Stove,China: Estimated Daily Average Output: Steel Products,China: Estimated Daily Average Output: Pig Iron,China: Estimated Daily Average Output: Crude Steel,China: Daily Average Output: Crude Steel,China: Estimated Daily Average Output: Coke,China: Operating Rate: Wire Rod: Major Steel Mills,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate of Blast Furnaces (163 Steel Mills)
Frequency,Week,Week,Week,Week,Week,Week,Every Day,Every Day,Every Day,Week,Every Day,Week,Week,Week
Unit,%,%,%,%,%,%,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,%,%,%
ID,C1925068,O2244511,S5711217,S5713303,S5715650,S5715660,S5715686,S5715685,S5708247,S5704502,S5715687,S5713327,S5713303,S5708175
Time Period,2018-03-02:2024-12-20,2018-03-02:2024-12-20,2013-12-20:2024-12-20,2015-02-27:2024-12-20,2017-12-08:2024-12-20,2017-12-08:2024-12-20,2014-06-10:2024-12-10,2014-06-10:2024-12-10,2009-01-10:2024-12-10,2009-01-10:2024-12-10,2014-06-10:2021-03-10,2015-02-27:2024-12-20,2015-02-27:2024-12-20,2012-08-03:2021-12-24
Source,Wind,Wind,China United Steel Network,Wind,China United Steel Network,China United Steel Network,Steelhome,Steelhome,Steelhome,Steelhome,Steelhome,Wind,Wind,Wind
Update,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-14,2024-12-14,2024-12-14,2024-12-14,2021-03-15,2024-12-20,2024-12-20,2023-09-20
2021-05-14,80.33 ,90.88 ,47.72 ,71.51 ,71.79 ,65.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.25 ,71.51 ,62.01 
2021-05-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,394.83 ,252.81 ,323.34 ,323.34 ,0.00 ,0.00 ,0.00 ,0.00 
2021-05-21,80.20 ,91.20 ,47.03 ,71.13 ,71.79 ,65.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.25 ,71.13 ,62.13 
2021-05-28,81.01 ,91.42 ,48.73 ,69.49 ,69.87 ,65.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.44 ,69.49 ,62.41 
2021-05-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,387.62 ,244.72 ,313.24 ,313.24 ,0.00 ,0.00 ,0.00 ,0.00 
2021-06-04,80.85 ,91.91 ,47.92 ,72.15 ,69.23 ,64.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.66 ,72.15 ,62.31 
2021-06-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,394.75 ,251.61 ,320.69 ,320.69 ,0.00 ,0.00 ,0.00 ,0.00 
2021-06-11,80.32 ,91.68 ,47.33 ,72.15 ,71.15 ,65.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.03 ,72.15 ,61.73 
2021-06-18,80.20 ,91.67 ,47.16 ,72.81 ,71.15 ,64.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.25 ,72.81 ,61.17 
2021-06-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,401.30 ,255.12 ,324.18 ,324.18 ,0.00 ,0.00 ,0.00 ,0.00 
2021-06-25,79.67 ,91.15 ,39.99 ,70.80 ,71.79 ,63.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.62 ,70.80 ,60.93 
2021-06-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,396.98 ,244.85 ,312.68 ,312.68 ,0.00 ,0.00 ,0.00 ,0.00 
2021-07-02,57.93 ,80.99 ,14.01 ,64.90 ,70.51 ,62.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.57 ,64.90 ,41.97 
2021-07-09,78.28 ,86.02 ,70.98 ,66.91 ,70.51 ,62.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.69 ,66.91 ,59.54 
2021-07-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,372.44 ,236.78 ,298.87 ,298.87 ,0.00 ,0.00 ,0.00 ,0.00 
2021-07-16,76.67 ,88.57 ,71.61 ,67.56 ,70.51 ,63.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.69 ,67.56 ,58.57 
2021-07-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,391.15 ,236.78 ,305.12 ,305.12 ,0.00 ,0.00 ,0.00 ,0.00 
2021-07-23,75.63 ,88.02 ,71.92 ,63.59 ,70.51 ,62.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.69 ,63.59 ,57.62 
2021-07-30,74.33 ,86.81 ,71.92 ,64.61 ,69.23 ,60.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.07 ,64.61 ,57.02 
2021-07-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,389.83 ,239.37 ,303.42 ,303.42 ,0.00 ,0.00 ,0.00 ,0.00 
2021-08-06,74.62 ,85.71 ,71.92 ,64.24 ,68.59 ,59.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.70 ,64.24 ,57.20 
2021-08-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,362.66 ,233.77 ,296.39 ,296.39 ,0.00 ,0.00 ,0.00 ,0.00 
2021-08-13,75.02 ,85.90 ,74.50 ,63.27 ,66.67 ,59.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.49 ,63.27 ,57.62 
2021-08-20,73.55 ,85.45 ,74.11 ,63.27 ,66.67 ,59.88 ,346.54 ,232.57 ,280.36 ,280.36 ,0.00 ,66.29 ,63.27 ,57.16 
2021-08-27,74.24 ,85.29 ,74.50 ,64.28 ,66.67 ,60.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.94 ,64.28 ,57.34 
2021-08-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,342.55 ,226.92 ,271.47 ,271.47 ,0.00 ,0.00 ,0.00 ,0.00 
2021-09-03,0.00 ,0.00 ,73.41 ,64.94 ,64.74 ,59.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.07 ,64.94 ,0.00 
2021-09-10,73.55 ,84.75 ,75.19 ,61.63 ,64.10 ,60.49 ,333.78 ,225.02 ,267.49 ,267.49 ,0.00 ,66.84 ,61.63 ,56.47 
2021-09-17,71.86 ,83.69 ,75.19 ,58.35 ,62.82 ,58.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.48 ,58.35 ,55.64 
2021-09-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,333.05 ,233.86 ,262.15 ,262.15 ,0.00 ,0.00 ,0.00 ,0.00 
2021-09-24,69.90 ,82.04 ,71.79 ,50.14 ,60.90 ,56.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.78 ,50.14 ,54.13 
2021-09-30,73.26 ,78.67 ,71.99 ,0.00 ,59.62 ,53.48 ,322.16 ,211.15 ,234.62 ,234.62 ,0.00 ,0.00 ,0.00 ,51.87 
2021-10-01,0.00 ,0.00 ,0.00 ,48.18 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,52.05 ,48.18 ,0.00 
2021-10-08,77.54 ,79.96 ,76.98 ,51.82 ,60.90 ,54.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.97 ,51.82 ,54.12 
2021-10-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,317.81 ,209.96 ,244.06 ,244.06 ,0.00 ,0.00 ,0.00 ,0.00 
2021-10-15,78.09 ,80.68 ,76.98 ,53.46 ,62.18 ,55.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.57 ,53.46 ,54.00 
2021-10-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,320.32 ,209.32 ,244.20 ,244.20 ,0.00 ,0.00 ,0.00 ,0.00 
2021-10-22,76.47 ,80.03 ,74.67 ,54.77 ,60.90 ,55.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.93 ,54.77 ,52.98 
2021-10-29,74.88 ,78.81 ,62.31 ,56.09 ,62.82 ,55.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.74 ,56.09 ,52.05 
2021-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,315.63 ,203.04 ,226.93 ,226.93 ,0.00 ,0.00 ,0.00 ,0.00 
2021-11-05,70.88 ,76.31 ,57.40 ,55.40 ,61.54 ,56.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.11 ,55.40 ,48.49 
2021-11-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,309.29 ,202.39 ,234.26 ,234.26 ,0.00 ,0.00 ,0.00 ,0.00 
2021-11-12,71.61 ,75.70 ,71.51 ,53.43 ,61.54 ,56.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.53 ,53.43 ,49.15 
2021-11-19,70.32 ,75.33 ,71.78 ,53.78 ,61.54 ,56.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.92 ,53.78 ,48.60 
2021-11-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,298.27 ,194.85 ,223.82 ,223.82 ,0.00 ,0.00 ,0.00 ,0.00 
2021-11-26,69.64 ,75.22 ,66.27 ,51.78 ,58.97 ,55.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.57 ,51.78 ,48.19 
2021-11-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,306.80 ,197.40 ,219.56 ,219.56 ,0.00 ,0.00 ,0.00 ,0.00 
2021-12-03,69.80 ,74.78 ,54.36 ,52.84 ,72.24 ,54.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.73 ,52.84 ,47.81 
2021-12-10,68.12 ,74.10 ,57.20 ,51.07 ,56.41 ,53.99 ,304.12 ,198.37 ,244.62 ,244.62 ,0.00 ,63.33 ,51.07 ,46.67 
2021-12-17,67.99 ,74.29 ,62.60 ,50.47 ,55.13 ,53.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.35 ,50.47 ,46.40 
2021-12-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,308.74 ,197.86 ,240.00 ,240.00 ,0.00 ,0.00 ,0.00 ,0.00 
2021-12-24,67.86 ,74.33 ,57.03 ,49.49 ,55.13 ,53.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.97 ,49.49 ,46.01 
2021-12-31,70.14 ,75.81 ,60.44 ,51.16 ,53.85 ,53.90 ,327.33 ,222.75 ,263.35 ,263.35 ,0.00 ,60.34 ,51.16 ,0.00 
2022-01-07,74.30 ,77.91 ,73.25 ,52.14 ,53.21 ,53.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.15 ,52.14 ,0.00 
2022-01-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,326.00 ,209.74 ,251.76 ,251.76 ,0.00 ,0.00 ,0.00 ,0.00 
2022-01-14,75.79 ,79.91 ,76.13 ,47.85 ,48.08 ,50.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,58.56 ,47.85 ,0.00 
2022-01-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,329.42 ,209.64 ,253.40 ,253.40 ,0.00 ,0.00 ,0.00 ,0.00 
2022-01-21,76.27 ,81.10 ,76.13 ,45.55 ,39.10 ,44.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.61 ,45.55 ,0.00 
2022-01-28,74.84 ,81.53 ,73.43 ,43.85 ,30.77 ,36.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.01 ,43.85 ,0.00 
2022-01-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,331.99 ,209.20 ,256.06 ,256.06 ,0.00 ,0.00 ,0.00 ,0.00 
2022-02-04,0.00 ,0.00 ,58.56 ,0.00 ,25.64 ,31.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2022-02-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,312.97 ,206.79 ,252.10 ,252.10 ,0.00 ,0.00 ,0.00 ,0.00 
2022-02-11,68.18 ,76.47 ,52.51 ,40.96 ,28.21 ,31.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.22 ,40.96 ,0.00 
2022-02-18,69.60 ,75.42 ,57.57 ,47.55 ,45.51 ,35.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.22 ,47.55 ,0.00 
2022-02-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,312.91 ,203.15 ,249.88 ,249.88 ,0.00 ,0.00 ,0.00 ,0.00 
2022-02-25,73.63 ,77.63 ,67.85 ,50.50 ,64.74 ,47.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,57.41 ,50.50 ,0.00 
2022-02-28,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,343.73 ,219.04 ,269.06 ,269.06 ,0.00 ,0.00 ,0.00 ,0.00 
2022-03-04,74.74 ,81.51 ,66.64 ,53.45 ,66.03 ,55.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.96 ,53.45 ,0.00 
2022-03-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,326.41 ,210.59 ,255.27 ,255.27 ,0.00 ,0.00 ,0.00 ,0.00 
2022-03-11,70.83 ,79.76 ,52.68 ,55.10 ,66.67 ,57.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.74 ,55.10 ,0.00 
2022-03-18,79.01 ,81.90 ,79.12 ,55.76 ,67.95 ,60.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.37 ,55.76 ,0.00 
2022-03-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,336.79 ,216.57 ,265.86 ,265.86 ,0.00 ,0.00 ,0.00 ,0.00 
2022-03-25,78.19 ,85.45 ,71.73 ,55.39 ,65.38 ,59.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,57.39 ,55.39 ,0.00 
2022-03-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,347.50 ,223.31 ,278.75 ,278.75 ,0.00 ,0.00 ,0.00 ,0.00 
2022-04-01,77.43 ,83.74 ,74.12 ,54.73 ,62.18 ,58.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.19 ,54.73 ,0.00 
2022-04-08,79.29 ,84.97 ,79.90 ,56.41 ,60.90 ,57.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.77 ,56.41 ,0.00 
2022-04-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,346.30 ,234.36 ,285.58 ,285.58 ,0.00 ,0.00 ,0.00 ,0.00 
2022-04-15,80.13 ,86.44 ,79.16 ,55.40 ,62.82 ,58.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.96 ,55.40 ,0.00 
2022-04-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,376.62 ,232.54 ,288.85 ,288.85 ,0.00 ,0.00 ,0.00 ,0.00 
2022-04-22,79.78 ,86.35 ,76.59 ,55.40 ,74.10 ,60.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.96 ,55.40 ,0.00 
2022-04-29,80.95 ,86.58 ,77.61 ,54.41 ,65.38 ,62.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.01 ,54.41 ,0.00 
2022-04-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,395.26 ,242.80 ,312.72 ,312.72 ,0.00 ,0.00 ,0.00 ,0.00 
2022-05-06,81.93 ,87.77 ,81.15 ,55.43 ,65.38 ,62.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.01 ,55.43 ,0.00 
2022-05-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,388.30 ,241.27 ,307.34 ,307.34 ,0.00 ,0.00 ,0.00 ,0.00 
2022-05-13,82.63 ,88.30 ,81.94 ,54.74 ,74.97 ,61.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.30 ,54.74 ,0.00 
2022-05-20,83.03 ,88.68 ,81.94 ,53.43 ,74.54 ,59.32 ,396.15 ,261.77 ,315.26 ,315.26 ,0.00 ,63.93 ,53.43 ,0.00 
2022-05-27,83.85 ,89.28 ,82.67 ,52.78 ,61.54 ,56.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.28 ,52.78 ,0.00 
2022-05-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,398.85 ,263.39 ,316.52 ,316.52 ,0.00 ,0.00 ,0.00 ,0.00 
2022-06-02,83.67 ,89.92 ,83.59 ,0.00 ,58.33 ,55.49 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2022-06-03,0.00 ,0.00 ,0.00 ,52.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.28 ,52.11 ,0.00 
2022-06-10,84.13 ,90.15 ,85.06 ,53.78 ,57.05 ,54.88 ,395.74 ,263.73 ,313.18 ,313.18 ,0.00 ,60.34 ,53.78 ,0.00 
2022-06-17,83.82 ,90.15 ,84.14 ,53.42 ,56.41 ,54.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.75 ,53.42 ,0.00 
2022-06-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,399.33 ,261.19 ,310.32 ,310.32 ,0.00 ,0.00 ,0.00 ,0.00 
2022-06-24,81.82 ,88.96 ,81.03 ,47.20 ,54.49 ,51.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.19 ,47.20 ,0.00 
2022-06-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,389.27 ,250.35 ,289.58 ,289.58 ,0.00 ,0.00 ,0.00 ,0.00 
2022-07-01,80.77 ,87.59 ,77.76 ,47.20 ,50.64 ,48.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,54.42 ,47.20 ,0.00 
2022-07-08,78.51 ,85.69 ,75.60 ,44.25 ,47.44 ,46.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,56.82 ,44.25 ,0.00 
2022-07-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,374.28 ,247.82 ,287.18 ,287.18 ,0.00 ,0.00 ,0.00 ,0.00 
2022-07-15,76.96 ,83.99 ,73.78 ,44.25 ,48.08 ,46.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,53.83 ,44.25 ,0.00 
2022-07-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,376.94 ,246.38 ,283.71 ,283.71 ,0.00 ,0.00 ,0.00 ,0.00 
2022-07-22,73.14 ,81.38 ,70.01 ,42.61 ,50.64 ,47.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.64 ,42.61 ,0.00 
2022-07-29,71.59 ,79.28 ,70.61 ,41.62 ,53.21 ,48.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,54.43 ,41.62 ,0.00 
2022-07-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,361.45 ,231.13 ,267.03 ,267.03 ,0.00 ,0.00 ,0.00 ,0.00 
2022-08-05,72.72 ,79.62 ,72.40 ,43.94 ,56.41 ,50.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.18 ,43.94 ,0.00 
2022-08-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,367.78 ,235.48 ,272.58 ,272.58 ,0.00 ,0.00 ,0.00 ,0.00 
2022-08-12,76.26 ,81.24 ,73.52 ,43.94 ,57.05 ,50.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.38 ,43.94 ,0.00 
2022-08-19,77.92 ,83.91 ,83.81 ,46.90 ,53.85 ,49.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.74 ,46.90 ,0.00 
2022-08-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,367.58 ,239.79 ,274.00 ,274.00 ,0.00 ,0.00 ,0.00 ,0.00 
2022-08-26,80.16 ,85.29 ,84.58 ,48.22 ,53.85 ,48.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.37 ,48.22 ,0.00 
2022-08-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,377.06 ,244.92 ,279.01 ,279.01 ,0.00 ,0.00 ,0.00 ,0.00 
2022-09-02,80.87 ,86.85 ,82.05 ,50.50 ,59.62 ,50.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.15 ,50.50 ,0.00 
2022-09-09,82.01 ,87.58 ,84.60 ,51.82 ,60.90 ,52.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.15 ,51.82 ,0.00 
2022-09-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,371.90 ,248.41 ,281.43 ,281.43 ,0.00 ,0.00 ,0.00 ,0.00 
2022-09-16,82.43 ,88.35 ,86.63 ,52.14 ,59.62 ,52.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.94 ,52.14 ,0.00 
2022-09-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,376.40 ,251.59 ,285.70 ,285.70 ,0.00 ,0.00 ,0.00 ,0.00 
2022-09-23,82.83 ,89.12 ,87.40 ,51.79 ,60.26 ,52.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.34 ,51.79 ,0.00 
2022-09-30,82.83 ,89.14 ,87.40 ,51.13 ,59.62 ,53.01 ,386.69 ,250.13 ,284.36 ,284.36 ,0.00 ,61.56 ,51.13 ,0.00 
2022-10-07,0.00 ,0.00 ,0.00 ,49.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,57.98 ,49.17 ,0.00 
2022-10-08,83.53 ,88.97 ,0.00 ,0.00 ,55.77 ,51.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2022-10-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,378.69 ,245.08 ,282.10 ,282.10 ,0.00 ,0.00 ,0.00 ,0.00 
2022-10-14,82.60 ,89.04 ,84.20 ,48.84 ,55.13 ,50.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,57.38 ,48.84 ,0.00 
2022-10-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,380.63 ,241.13 ,278.66 ,278.66 ,0.00 ,0.00 ,0.00 ,0.00 
2022-10-21,82.02 ,88.24 ,87.60 ,48.84 ,58.33 ,52.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,59.78 ,48.84 ,0.00 
2022-10-28,81.46 ,87.62 ,84.74 ,49.89 ,58.97 ,53.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,58.57 ,49.89 ,0.00 
2022-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,382.57 ,243.59 ,276.09 ,276.09 ,0.00 ,0.00 ,0.00 ,0.00 
2022-11-04,78.75 ,86.29 ,84.38 ,48.50 ,60.26 ,55.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,57.38 ,48.50 ,0.00 
2022-11-11,77.19 ,84.07 ,80.57 ,48.18 ,59.62 ,55.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,54.43 ,48.18 ,0.00 
2022-11-18,76.33 ,83.34 ,82.48 ,47.53 ,59.62 ,55.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,54.43 ,47.53 ,0.00 
2022-11-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,355.44 ,233.86 ,271.81 ,271.81 ,0.00 ,0.00 ,0.00 ,0.00 
2022-11-25,77.05 ,82.50 ,82.48 ,46.86 ,60.90 ,55.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.63 ,46.86 ,0.00 
2022-11-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,361.18 ,237.02 ,273.44 ,273.44 ,0.00 ,0.00 ,0.00 ,0.00 
2022-12-02,75.59 ,82.63 ,81.69 ,48.21 ,58.33 ,54.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.63 ,48.21 ,0.00 
2022-12-09,75.90 ,81.98 ,84.87 ,48.21 ,58.33 ,53.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.02 ,48.21 ,0.00 
2022-12-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,361.51 ,221.95 ,246.20 ,246.20 ,0.00 ,0.00 ,0.00 ,0.00 
2022-12-16,75.97 ,82.66 ,88.53 ,48.21 ,57.05 ,53.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,55.65 ,48.21 ,0.00 
2022-12-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,353.69 ,220.77 ,244.70 ,244.70 ,0.00 ,0.00 ,0.00 ,0.00 
2022-12-23,75.93 ,82.38 ,88.53 ,46.87 ,55.13 ,52.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,54.43 ,46.87 ,0.00 
2022-12-30,75.19 ,82.60 ,88.53 ,42.61 ,51.28 ,49.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,52.64 ,42.61 ,0.00 
2022-12-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,351.92 ,220.13 ,240.64 ,240.64 ,0.00 ,0.00 ,0.00 ,0.00 
2023-01-06,74.62 ,81.91 ,86.80 ,38.67 ,43.59 ,43.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,51.42 ,38.67 ,0.00 
2023-01-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,344.78 ,219.04 ,240.62 ,240.62 ,0.00 ,0.00 ,0.00 ,0.00 
2023-01-13,75.70 ,82.58 ,87.57 ,36.62 ,32.69 ,35.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,49.69 ,36.62 ,0.00 
2023-01-20,75.98 ,83.12 ,87.57 ,36.06 ,24.36 ,28.54 ,344.92 ,221.00 ,241.34 ,241.34 ,0.00 ,48.50 ,36.06 ,0.00 
2023-01-27,76.71 ,84.17 ,88.34 ,36.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,47.92 ,36.73 ,0.00 
2023-01-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,349.93 ,223.65 ,246.04 ,246.04 ,0.00 ,0.00 ,0.00 ,0.00 
